,CountryRegionName,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,age
7073,United States,Skilled Manual,F,M,0,0,0,60626,49.18,23.0
7074,Canada,Clerical,M,M,1,1,2,85722,56.18,41.0
7075,United Kingdom,Skilled Manual,M,S,0,0,0,54286,50.78,21.0
7076,United States,Manual,M,M,1,1,2,31494,48.51,45.0
7077,United States,Management,M,M,1,2,2,104197,53.86,50.0
7078,United States,Skilled Manual,M,M,1,1,2,58295,56.51,32.0
7079,United States,Skilled Manual,M,M,1,1,2,57435,52.04,40.0
7080,United Kingdom,Skilled Manual,F,S,0,0,0,56919,49.96,25.0
7081,United Kingdom,Clerical,M,S,0,0,0,77658,51.43,29.0
7082,Australia,Manual,F,M,0,0,0,27415,45.8,20.0
7083,Australia,Skilled Manual,F,M,0,0,2,55333,48.96,27.0
7084,Australia,Clerical,F,M,1,0,1,81382,50.87,33.0
7085,Canada,Clerical,F,S,0,0,0,79605,51.41,31.0
7086,United Kingdom,Skilled Manual,F,M,1,0,1,60266,48.49,36.0
7087,Australia,Management,M,M,1,0,0,110234,51.28,23.0
7088,United States,Clerical,F,S,0,0,0,85263,50.15,32.0
7089,Canada,Skilled Manual,F,S,1,0,0,59835,50.7,41.0
7090,France,Clerical,F,M,1,0,1,76634,49.26,45.0
7091,France,Skilled Manual,M,S,0,0,0,56814,52.33,25.0
7092,United Kingdom,Manual,F,S,0,0,0,29142,48.9,38.0
7093,United Kingdom,Management,F,S,1,0,0,103788,53.19,42.0
7094,United States,Professional,M,M,1,0,0,132583,52.41,28.0
7095,Germany,Management,M,M,1,1,2,111531,54.68,31.0
7096,France,Skilled Manual,M,S,0,0,0,58249,52.12,27.0
7097,France,Clerical,F,S,0,0,0,83324,53.17,21.0
7098,United States,Clerical,M,S,1,1,1,77726,50.66,55.0
7099,United States,Skilled Manual,M,M,0,0,0,51495,48.74,21.0
7100,United States,Professional,F,M,1,0,2,127925,52.74,25.0
7101,United Kingdom,Clerical,M,M,1,0,1,85422,54.04,41.0
7102,Australia,Skilled Manual,M,M,1,0,3,55360,48.07,52.0
7103,France,Skilled Manual,M,S,0,0,0,60931,61.59,30.0
7104,United States,Skilled Manual,F,S,0,0,0,54131,48.99,34.0
7105,United States,Manual,M,M,0,0,2,26522,51.06,33.0
7106,Germany,Skilled Manual,M,S,1,1,1,55696,52.28,51.0
7107,Germany,Management,M,S,0,0,0,108368,53.13,27.0
7108,United States,Manual,M,M,0,1,2,30032,55.84,32.0
7109,United States,Manual,F,S,0,0,0,34611,46.54,41.0
7110,United States,Professional,M,S,1,1,1,137825,55.7,57.0
7111,United States,Skilled Manual,F,M,0,0,1,53959,48.91,24.0
7112,Germany,Manual,F,M,0,1,2,26828,45.94,32.0
7113,United Kingdom,Management,M,S,0,0,0,105717,51.27,26.0
7114,Germany,Management,F,M,1,1,2,107703,54.36,43.0
7115,Canada,Skilled Manual,F,M,0,1,1,56175,50.57,28.0
7116,United Kingdom,Clerical,M,M,1,1,2,86250,52.86,28.0
7117,Australia,Skilled Manual,M,S,0,0,0,53915,50.71,18.0
7118,France,Skilled Manual,M,S,0,0,0,57354,50.8,32.0
7119,United States,Skilled Manual,F,S,1,0,1,55096,52.26,51.0
7120,Australia,Clerical,F,M,0,0,0,81047,49.63,18.0
7121,Canada,Skilled Manual,F,S,0,0,0,59238,50.4,38.0
7122,Australia,Management,F,S,1,0,0,103550,55.65,36.0
7123,Australia,Management,M,S,1,0,0,106686,52.15,29.0
7124,United States,Management,M,M,1,0,1,109600,51.97,27.0
7125,United States,Management,F,M,1,0,2,107654,50.7,56.0
7126,United States,Skilled Manual,M,S,1,0,1,54622,49.65,49.0
7127,France,Clerical,M,S,0,0,0,86681,52.27,20.0
7128,Canada,Management,F,S,0,0,0,103958,50.79,27.0
7129,France,Manual,F,M,0,1,2,33871,50.91,27.0
7130,United States,Manual,M,M,1,0,2,29800,52.93,42.0
7131,Australia,Clerical,M,S,1,0,1,80133,52.75,55.0
7132,United States,Manual,M,M,1,1,1,30467,46.05,42.0
7133,United States,Manual,M,M,1,0,3,33902,45.78,58.0
7134,Australia,Management,M,M,1,0,1,104726,51.06,27.0
7135,United Kingdom,Skilled Manual,F,S,0,0,0,51565,50.46,32.0
7136,United States,Clerical,F,M,1,1,1,78992,50.02,25.0
7137,Australia,Skilled Manual,F,S,1,0,0,59323,49.46,39.0
7138,United States,Manual,F,M,1,1,2,26324,44.74,43.0
7139,United States,Manual,M,M,1,0,1,30284,52.1,40.0
7140,Australia,Management,F,M,1,0,2,104351,51.2,37.0
7141,United Kingdom,Skilled Manual,F,S,0,0,0,55948,52.37,27.0
7142,France,Clerical,F,S,0,0,0,87021,53.92,19.0
7143,United Kingdom,Management,F,M,1,1,2,102920,54.53,35.0
7144,Australia,Manual,F,M,1,0,2,28905,45.26,60.0
7145,France,Skilled Manual,M,M,1,1,2,58694,58.52,34.0
7146,United States,Manual,F,S,0,0,0,33576,47.91,27.0
7147,Australia,Skilled Manual,F,S,1,0,0,59705,49.38,40.0
7148,United States,Professional,M,S,1,0,0,131416,62.69,33.0
7149,Germany,Clerical,M,S,0,0,0,81743,52.97,26.0
7150,France,Clerical,M,M,1,0,2,82769,56.13,48.0
7151,United States,Manual,F,M,1,1,2,32672,49.36,40.0
7152,United States,Skilled Manual,F,M,1,1,2,53149,48.37,35.0
7153,United States,Professional,F,M,1,0,0,129589,52.04,33.0
7154,United States,Management,F,M,1,1,2,104463,55.42,54.0
7155,Germany,Management,F,S,1,0,0,103470,52.76,37.0
7156,France,Manual,M,M,1,0,2,35179,54.72,45.0
7157,Australia,Clerical,M,S,1,0,0,81907,61.55,39.0
7158,United States,Skilled Manual,M,M,1,0,2,56638,49.01,63.0
7159,France,Skilled Manual,M,S,0,0,0,52967,51.59,26.0
7160,United States,Skilled Manual,M,S,0,0,0,54940,50.05,25.0
7161,United States,Skilled Manual,M,S,1,0,0,57922,54.68,41.0
7162,France,Skilled Manual,F,M,1,1,1,57592,50.72,45.0
7163,United States,Skilled Manual,M,M,1,2,2,57060,52.2,39.0
7164,Germany,Manual,F,S,0,0,0,26581,47.97,33.0
7165,United Kingdom,Clerical,F,M,1,1,2,78104,53.94,76.0
7166,Germany,Skilled Manual,F,S,1,0,0,54356,49.34,41.0
7167,United States,Skilled Manual,F,S,1,0,0,61770,51.27,42.0
7168,United States,Skilled Manual,F,M,1,0,2,61758,48.46,48.0
7169,Australia,Manual,F,S,0,0,0,27022,47.59,33.0
7170,United States,Skilled Manual,F,S,1,0,0,52449,51.51,41.0
7171,Germany,Skilled Manual,M,M,1,2,2,58522,48.81,51.0
7172,Australia,Skilled Manual,M,S,0,0,0,53557,56.59,33.0
7173,United States,Skilled Manual,M,M,0,0,0,58773,48.69,24.0
7174,United States,Skilled Manual,M,S,1,0,0,59159,50.46,43.0
7175,France,Management,M,S,0,0,0,111553,53.49,21.0
7176,Australia,Skilled Manual,M,M,1,1,1,52578,53.42,37.0
7177,United States,Clerical,M,S,1,0,0,85889,60.97,35.0
7178,United States,Clerical,F,M,1,0,2,81725,49.46,49.0
7179,Canada,Skilled Manual,F,M,1,2,2,55557,49.86,40.0
7180,United States,Professional,M,M,1,0,0,134195,52.26,26.0
7181,United States,Skilled Manual,F,S,1,1,1,58256,52.51,52.0
7182,United States,Clerical,F,M,1,0,1,77864,50.21,40.0
7183,Germany,Manual,F,S,0,0,0,27220,45.83,24.0
7184,United States,Clerical,F,M,1,1,1,83517,52.08,45.0
7185,Germany,Skilled Manual,F,S,1,1,1,54004,52.0,53.0
7186,United Kingdom,Professional,F,S,1,0,0,131558,51.98,30.0
7187,Canada,Clerical,M,S,0,0,0,81718,51.25,24.0
7188,Australia,Clerical,M,M,1,0,2,77006,53.1,48.0
7189,France,Skilled Manual,F,S,1,1,1,53052,49.17,53.0
7190,United States,Skilled Manual,F,M,1,0,1,52604,47.7,41.0
7191,United States,Clerical,M,S,1,0,0,78940,54.49,38.0
7192,United States,Skilled Manual,M,M,1,2,2,56232,53.24,32.0
7193,Australia,Skilled Manual,M,M,1,2,2,62065,60.51,48.0
7194,France,Clerical,F,S,0,0,0,79382,50.4,31.0
7195,France,Manual,M,M,1,0,1,26974,49.64,47.0
7196,United Kingdom,Management,F,M,1,1,2,110077,53.31,38.0
7197,Germany,Manual,F,M,1,0,2,34813,46.29,50.0
7198,United States,Skilled Manual,M,M,1,0,2,55648,48.45,52.0
7199,Australia,Clerical,F,M,1,1,1,80591,51.15,27.0
7200,United States,Management,F,M,1,0,0,104510,50.96,21.0
7201,United States,Manual,F,S,0,0,0,35799,49.79,19.0
7202,Australia,Skilled Manual,M,M,1,1,2,59446,55.71,44.0
7203,United States,Manual,M,M,1,1,2,35106,51.09,36.0
7204,Australia,Clerical,M,M,1,1,2,87220,50.81,26.0
7205,Australia,Skilled Manual,M,S,0,0,0,53279,53.75,39.0
7206,United States,Management,M,M,1,0,1,109700,52.43,38.0
7207,United States,Professional,M,S,1,0,0,137625,61.13,38.0
7208,Germany,Management,F,M,1,0,2,107392,51.41,51.0
7209,France,Skilled Manual,F,S,1,1,1,59154,51.87,68.0
7210,Germany,Professional,M,M,1,0,0,131405,53.52,33.0
7211,United States,Skilled Manual,M,S,0,0,0,60422,51.14,34.0
7212,Australia,Clerical,F,S,0,0,0,79951,53.69,28.0
7213,United Kingdom,Skilled Manual,M,M,0,1,1,53074,52.49,24.0
7214,United States,Skilled Manual,F,M,1,0,2,59253,48.75,46.0
7215,United States,Skilled Manual,F,M,1,1,2,59452,50.14,41.0
7216,Canada,Skilled Manual,M,M,1,1,2,53111,51.26,54.0
7217,United States,Professional,M,M,1,1,2,134089,51.92,25.0
7218,United States,Management,M,M,1,0,0,102339,51.35,21.0
7219,Australia,Professional,F,M,1,0,2,129997,52.0,33.0
7220,Australia,Clerical,M,S,0,0,0,87999,59.58,33.0
7221,United States,Professional,M,S,1,0,0,138084,62.2,32.0
7222,United States,Skilled Manual,M,S,1,0,0,60670,58.47,40.0
7223,Australia,Management,M,M,1,0,0,105642,59.68,32.0
7224,United States,Clerical,F,M,1,1,1,77453,50.82,24.0
7225,Australia,Skilled Manual,F,M,1,2,2,59880,51.72,37.0
7226,Germany,Clerical,F,M,1,0,2,77918,49.67,61.0
7227,Germany,Manual,F,S,0,0,0,35628,47.48,18.0
7228,Canada,Manual,F,M,1,0,2,32844,45.26,35.0
7229,United States,Manual,F,M,0,1,2,35715,49.57,26.0
7230,United States,Skilled Manual,F,S,0,0,0,54259,52.07,29.0
7231,France,Manual,M,S,1,0,0,32006,47.89,44.0
7232,United Kingdom,Management,M,M,1,1,2,108477,60.67,41.0
7233,United Kingdom,Management,F,S,0,0,0,106308,52.73,19.0
7234,United States,Manual,F,S,0,0,0,33295,47.36,18.0
7235,United States,Skilled Manual,M,S,0,0,0,60573,57.37,38.0
7236,France,Manual,M,S,0,0,0,28218,47.79,30.0
7237,United States,Skilled Manual,M,M,1,1,2,53229,55.68,48.0
7238,United States,Skilled Manual,F,M,1,1,2,59249,51.78,40.0
7239,United States,Skilled Manual,M,M,1,1,1,58521,55.12,41.0
7240,Canada,Manual,F,S,1,0,0,34390,49.95,45.0
7241,Australia,Manual,M,S,0,0,0,36412,50.98,27.0
7242,France,Manual,F,S,0,0,0,33918,46.28,37.0
7243,Canada,Skilled Manual,F,S,1,0,0,55549,51.35,46.0
7244,Australia,Professional,F,M,1,0,0,132131,52.11,29.0
7245,Germany,Skilled Manual,F,S,0,0,0,56769,48.98,21.0
7246,France,Management,F,S,1,0,0,107484,53.03,31.0
7247,United States,Skilled Manual,F,M,1,1,2,59905,52.57,32.0
7248,United States,Professional,M,M,1,0,3,130490,52.12,58.0
7249,Australia,Professional,F,M,1,0,0,128809,52.44,26.0
7250,United States,Manual,M,M,1,1,2,28933,52.83,48.0
7251,France,Skilled Manual,M,S,0,0,0,57595,53.43,31.0
7252,Germany,Skilled Manual,F,M,1,1,2,59274,49.92,43.0
7253,United Kingdom,Clerical,F,M,1,1,2,83163,49.87,45.0
7254,United States,Manual,M,M,0,1,2,29902,51.68,33.0
7255,United States,Skilled Manual,F,M,1,0,2,56314,49.27,45.0
7256,United States,Management,F,S,1,0,0,104662,52.09,29.0
7257,Germany,Skilled Manual,M,M,1,1,1,57834,49.48,41.0
7258,United Kingdom,Manual,M,S,0,0,0,27579,46.13,24.0
7259,United Kingdom,Clerical,F,M,0,0,0,79038,50.15,23.0
7260,Australia,Skilled Manual,F,M,0,0,0,60690,49.04,23.0
7261,United States,Management,M,M,1,0,0,103221,51.12,27.0
7262,United States,Clerical,M,M,1,2,2,84266,52.88,54.0
7263,France,Clerical,F,M,0,0,0,81987,50.1,19.0
7264,United States,Manual,M,S,0,0,0,31056,49.17,30.0
7265,Germany,Skilled Manual,F,S,0,0,0,53281,48.37,24.0
7266,France,Manual,F,S,0,0,0,30651,48.38,27.0
7267,Australia,Skilled Manual,F,S,1,0,0,55186,48.9,39.0
7268,United Kingdom,Management,M,M,1,0,2,109600,53.59,33.0
7269,Australia,Management,M,M,1,1,1,112992,60.37,33.0
7270,United States,Professional,M,M,1,1,2,132485,56.94,31.0
7271,France,Skilled Manual,M,S,1,0,0,58993,56.73,43.0
7272,Australia,Clerical,F,M,1,1,2,80109,52.79,44.0
7273,France,Manual,F,M,0,1,2,35376,49.91,33.0
7274,Germany,Clerical,M,S,0,0,0,78376,58.46,31.0
7275,France,Clerical,M,S,0,0,0,78643,61.1,32.0
7276,Germany,Skilled Manual,M,S,0,0,0,60420,52.82,34.0
7277,United Kingdom,Clerical,M,M,1,0,1,86603,50.47,24.0
7278,United Kingdom,Clerical,M,S,0,0,0,77895,53.37,27.0
7279,Australia,Skilled Manual,M,M,1,1,2,51734,55.52,45.0
7280,United States,Manual,M,S,0,0,0,30220,57.26,31.0
7281,United States,Professional,F,S,1,0,0,138356,57.01,47.0
7282,Germany,Skilled Manual,F,M,1,1,2,51947,52.35,41.0
7283,United States,Management,M,M,1,1,2,111593,60.66,46.0
7284,Canada,Clerical,M,M,1,0,2,78226,57.32,37.0
7285,United Kingdom,Clerical,F,M,1,0,1,83680,50.26,36.0
7286,United States,Manual,M,M,0,1,2,28636,48.46,32.0
7287,United Kingdom,Manual,M,S,0,0,0,36532,51.93,32.0
7288,United Kingdom,Manual,M,M,1,1,2,27985,54.15,47.0
7289,Australia,Clerical,F,M,0,0,0,87147,51.11,17.0
7290,Australia,Clerical,M,S,0,0,0,82409,52.1,33.0
7291,Canada,Professional,M,M,1,1,1,137040,53.61,29.0
7292,Australia,Clerical,F,S,0,0,0,83879,51.22,31.0
7293,Canada,Management,M,M,1,2,2,106190,55.71,43.0
7294,Canada,Skilled Manual,M,M,1,1,2,55995,52.51,39.0
7295,United States,Skilled Manual,F,S,0,0,0,57881,50.82,17.0
7296,United States,Professional,F,M,1,1,2,133267,54.84,31.0
7297,France,Skilled Manual,M,S,0,0,0,57791,53.8,31.0
7298,Canada,Manual,F,M,0,1,2,26521,47.86,27.0
7299,United States,Manual,M,S,0,0,0,36980,54.12,30.0
7300,United Kingdom,Clerical,F,M,1,0,1,82483,49.87,35.0
7301,United States,Manual,F,M,0,0,1,31271,46.08,24.0
7302,United States,Professional,M,S,1,0,0,130058,57.83,33.0
7303,Australia,Clerical,M,S,0,0,0,78114,50.96,17.0
7304,United States,Skilled Manual,F,S,1,1,1,54592,50.82,56.0
7305,Germany,Management,M,S,1,1,1,103265,51.08,53.0
7306,United States,Skilled Manual,F,S,1,0,0,52485,51.88,47.0
7307,Canada,Skilled Manual,M,S,0,0,0,53462,48.55,23.0
7308,United States,Skilled Manual,F,S,0,0,0,54062,48.76,38.0
7309,Canada,Skilled Manual,M,M,1,0,2,51327,49.27,35.0
7310,United States,Manual,M,S,0,0,0,36564,50.46,22.0
7311,United States,Management,F,S,1,0,0,104796,51.18,29.0
7312,United States,Manual,F,S,1,0,1,34418,48.87,54.0
7313,Australia,Manual,F,M,1,1,2,27921,46.25,52.0
7314,United Kingdom,Clerical,F,M,1,0,1,85977,50.6,42.0
7315,Canada,Skilled Manual,M,M,1,1,1,59851,51.3,36.0
7316,United States,Clerical,M,M,1,0,2,82305,57.1,32.0
7317,Australia,Clerical,F,S,0,0,0,83130,49.75,25.0
7318,France,Skilled Manual,M,S,0,0,0,60417,52.69,33.0
7319,France,Clerical,F,M,1,0,2,83312,50.21,49.0
7320,Germany,Clerical,F,S,0,0,0,76960,54.05,19.0
7321,Australia,Manual,F,S,0,0,0,26662,46.11,19.0
7322,United States,Manual,F,S,0,0,0,32152,50.15,23.0
7323,Canada,Manual,M,S,0,0,0,35029,50.16,17.0
7324,Canada,Manual,M,S,0,0,0,33836,55.16,42.0
7325,Australia,Manual,F,M,1,0,2,35441,46.49,39.0
7326,Canada,Professional,F,M,1,0,2,129510,52.46,25.0
7327,United States,Skilled Manual,F,M,1,0,1,58166,48.41,38.0
7328,United Kingdom,Clerical,F,S,0,0,0,77502,51.42,19.0
7329,United States,Manual,F,M,1,0,1,26508,45.63,39.0
7330,France,Manual,M,S,0,0,0,34306,48.07,24.0
7331,France,Manual,F,M,0,0,0,34986,47.05,22.0
7332,United States,Management,M,M,1,0,2,111517,52.39,42.0
7333,France,Clerical,F,M,1,0,2,82532,50.39,29.0
7334,France,Manual,M,M,1,0,2,30418,45.75,63.0
7335,United States,Professional,F,M,1,1,2,134111,56.77,24.0
7336,Australia,Clerical,F,S,1,0,1,78620,49.44,54.0
7337,Australia,Clerical,M,M,1,2,2,86360,52.5,50.0
7338,Australia,Management,M,S,1,0,0,106272,54.98,37.0
7339,United States,Clerical,M,M,1,1,2,80722,52.16,49.0
7340,United Kingdom,Manual,M,M,1,0,1,30318,48.27,36.0
7341,United States,Manual,M,M,1,1,2,36245,47.63,54.0
7342,United States,Clerical,M,S,0,0,0,82284,58.31,32.0
7343,United States,Skilled Manual,F,M,1,1,2,56208,47.96,37.0
7344,United States,Clerical,M,S,1,0,0,80475,54.89,47.0
7345,United States,Clerical,F,S,1,0,1,80131,49.81,49.0
7346,United States,Skilled Manual,M,M,1,1,2,53845,51.63,30.0
7347,United States,Skilled Manual,F,S,0,0,0,56078,50.26,17.0
7348,United States,Clerical,F,M,1,1,2,82208,53.31,31.0
7349,Germany,Professional,M,M,1,0,0,135293,55.51,32.0
7350,Australia,Skilled Manual,M,M,0,0,0,56102,49.05,23.0
7351,United States,Clerical,F,S,0,0,0,83258,52.64,24.0
7352,United States,Skilled Manual,M,S,0,0,0,58744,49.8,21.0
7353,United Kingdom,Skilled Manual,M,S,0,0,0,58050,51.51,26.0
7354,United States,Clerical,M,M,1,1,1,86394,54.47,26.0
7355,United States,Professional,M,S,1,0,0,135840,53.17,29.0
7356,Canada,Management,M,M,1,1,2,104169,64.19,30.0
7357,United States,Professional,F,M,1,2,2,136918,54.96,63.0
7358,United States,Clerical,F,S,1,0,0,80741,49.92,35.0
7359,United States,Skilled Manual,F,S,1,0,0,58980,51.71,43.0
7360,Australia,Skilled Manual,M,M,0,0,0,53482,48.39,19.0
7361,France,Skilled Manual,F,S,0,0,0,56716,48.28,33.0
7362,Canada,Management,F,S,1,0,0,106032,55.55,43.0
7363,Australia,Professional,M,M,1,0,2,130772,51.94,53.0
7364,United States,Skilled Manual,M,M,1,0,1,52936,49.36,42.0
7365,United States,Skilled Manual,F,S,1,0,1,54284,51.44,55.0
7366,France,Management,F,M,1,0,0,110637,50.81,29.0
7367,France,Skilled Manual,F,S,0,0,0,60098,49.93,18.0
7368,United States,Skilled Manual,F,S,0,0,0,57274,50.68,22.0
7369,United States,Professional,F,M,1,0,0,131176,52.65,27.0
7370,United States,Clerical,F,S,1,0,0,87037,51.78,37.0
7371,Germany,Skilled Manual,M,M,1,1,2,53222,50.68,62.0
7372,United States,Clerical,M,S,1,0,0,77627,56.52,47.0
7373,United States,Management,M,S,0,0,0,105440,51.86,19.0
7374,Australia,Professional,M,M,1,2,2,137922,53.35,26.0
7375,Germany,Skilled Manual,M,S,0,0,0,57154,52.54,18.0
7376,Australia,Skilled Manual,F,M,1,2,2,60743,48.7,51.0
7377,Australia,Manual,F,S,0,0,0,27741,49.19,38.0
7378,United Kingdom,Professional,F,M,1,0,0,133459,52.39,26.0
7379,Australia,Skilled Manual,M,M,1,1,1,62670,60.07,33.0
7380,United States,Skilled Manual,M,S,1,0,0,52786,51.8,43.0
7381,United States,Skilled Manual,F,S,0,0,0,56577,49.7,21.0
7382,United States,Professional,M,M,1,0,2,135851,60.03,33.0
7383,United States,Clerical,M,M,1,1,2,81825,60.24,32.0
7384,Australia,Manual,F,M,0,1,1,34233,49.3,28.0
7385,United Kingdom,Clerical,M,M,1,1,2,82841,57.04,31.0
7386,Canada,Manual,F,S,0,0,0,33862,46.86,18.0
7387,Australia,Skilled Manual,F,S,0,0,0,60023,50.2,34.0
7388,Australia,Management,M,M,1,0,0,107421,53.17,31.0
7389,United States,Skilled Manual,M,S,1,0,0,61488,59.23,41.0
7390,France,Skilled Manual,M,M,1,0,3,58970,48.5,54.0
7391,Australia,Clerical,M,M,1,0,1,82274,52.24,36.0
7392,France,Clerical,M,M,1,2,2,84453,61.14,38.0
7393,Australia,Skilled Manual,M,S,0,0,0,55560,51.57,16.0
7394,United States,Skilled Manual,M,M,1,1,2,56476,52.32,60.0
7395,France,Professional,F,M,1,1,2,131128,55.73,34.0
7396,United States,Clerical,F,S,0,0,0,82860,50.93,26.0
7397,United States,Skilled Manual,F,M,1,2,2,54496,51.83,47.0
7398,United States,Professional,F,S,1,0,0,130449,56.09,28.0
7399,Canada,Skilled Manual,M,M,0,0,0,54884,48.33,21.0
7400,Australia,Manual,F,M,0,0,1,35199,46.7,27.0
7401,United States,Professional,M,S,0,0,0,131134,53.68,24.0
7402,Australia,Clerical,M,M,1,2,2,86816,52.19,55.0
7403,United States,Skilled Manual,M,S,1,0,0,55435,53.57,41.0
7404,United States,Clerical,M,S,1,0,0,79056,58.44,38.0
7405,Canada,Clerical,F,M,1,1,2,80463,49.86,38.0
7406,United States,Skilled Manual,M,M,1,1,2,56114,60.42,38.0
7407,Germany,Clerical,M,M,1,0,1,86272,57.07,32.0
7408,United States,Manual,M,M,1,1,2,30136,51.55,42.0
7409,United States,Professional,M,M,1,0,2,135310,52.49,54.0
7410,Canada,Management,M,S,1,0,0,104266,61.61,32.0
7411,France,Management,M,M,1,0,0,111005,51.7,22.0
7412,Germany,Clerical,M,S,1,1,1,84929,51.49,52.0
7413,United States,Clerical,M,S,0,0,0,84838,53.52,22.0
7414,Australia,Skilled Manual,F,M,0,1,1,56778,52.89,25.0
7415,United States,Clerical,M,S,1,0,0,84723,52.42,45.0
7416,France,Clerical,F,S,0,0,0,83577,49.88,24.0
7417,Germany,Skilled Manual,F,S,0,0,0,52420,51.72,20.0
7418,Australia,Manual,M,S,0,0,0,26406,49.26,23.0
7419,United States,Skilled Manual,F,M,0,0,1,54306,47.7,28.0
7420,United Kingdom,Clerical,M,M,1,3,3,80251,54.31,57.0
7421,United States,Manual,M,M,1,0,2,35988,46.59,55.0
7422,Australia,Manual,M,M,1,0,2,30561,48.11,35.0
7423,United States,Management,F,M,1,1,2,106175,50.53,41.0
7424,France,Clerical,F,M,0,0,0,82149,50.67,23.0
7425,United States,Management,F,M,1,0,0,107894,51.05,23.0
7426,Canada,Skilled Manual,F,S,0,0,0,52063,49.26,36.0
7427,United States,Professional,M,S,1,0,0,128292,56.23,28.0
7428,Australia,Skilled Manual,M,M,1,1,2,52888,53.43,34.0
7429,United Kingdom,Clerical,M,M,1,2,2,80690,55.93,40.0
7430,France,Manual,F,M,0,1,1,25824,49.33,27.0
7431,United States,Clerical,M,S,0,0,0,84633,51.37,27.0
7432,Germany,Skilled Manual,F,S,1,0,0,51848,48.6,44.0
7433,Canada,Skilled Manual,M,M,1,0,2,55826,49.02,38.0
7434,Australia,Manual,M,M,1,2,2,30822,48.65,48.0
7435,United Kingdom,Management,F,S,1,0,1,108341,54.07,52.0
7436,France,Management,M,S,0,0,0,103045,51.98,28.0
7437,United States,Skilled Manual,F,M,1,1,2,58985,50.05,57.0
7438,Australia,Clerical,M,M,1,2,2,80649,49.99,61.0
7439,Australia,Skilled Manual,F,M,1,0,2,55817,49.33,48.0
7440,United States,Skilled Manual,M,S,0,0,0,54208,52.56,21.0
7441,France,Manual,M,S,0,0,0,27024,46.78,21.0
7442,France,Professional,M,S,1,0,0,138920,59.89,35.0
7443,France,Skilled Manual,M,S,0,0,0,59883,53.21,22.0
7444,United Kingdom,Manual,F,S,0,0,0,30755,50.11,34.0
7445,United States,Skilled Manual,F,M,0,0,1,58804,48.44,26.0
7446,Australia,Manual,M,S,0,0,0,26970,51.23,41.0
7447,Australia,Clerical,M,S,0,0,0,78669,59.89,34.0
7448,Australia,Skilled Manual,F,M,1,0,1,60919,48.31,34.0
7449,Australia,Clerical,F,M,1,0,1,82740,50.31,24.0
7450,Australia,Management,F,S,1,0,1,111753,55.43,59.0
7451,United States,Skilled Manual,F,M,1,1,2,59870,50.46,43.0
7452,Australia,Manual,M,M,0,0,0,34092,46.33,20.0
7453,France,Skilled Manual,M,M,1,1,1,61216,55.08,30.0
7454,United States,Skilled Manual,M,S,1,0,1,59428,50.71,64.0
7455,United States,Manual,M,M,1,1,2,36064,46.5,39.0
7456,United States,Skilled Manual,M,M,1,1,2,56194,50.74,50.0
7457,United States,Management,M,M,1,0,2,109001,53.31,45.0
7458,Germany,Skilled Manual,M,S,0,0,0,57421,52.29,24.0
7459,Germany,Clerical,F,S,0,0,0,79824,53.26,17.0
7460,Germany,Clerical,F,S,0,0,0,77052,52.99,27.0
7461,Germany,Professional,M,S,1,0,0,138129,54.7,29.0
7462,United States,Skilled Manual,F,S,1,0,0,58272,51.15,43.0
7463,Canada,Skilled Manual,M,M,0,1,2,53371,50.01,24.0
7464,France,Skilled Manual,M,M,1,0,2,58955,56.1,42.0
7465,France,Management,F,M,1,2,2,104595,55.19,38.0
7466,Australia,Management,F,M,1,0,0,105598,51.24,29.0
7467,Australia,Clerical,M,M,1,0,2,85957,50.82,54.0
7468,United States,Skilled Manual,F,S,0,0,0,59176,51.58,39.0
7469,United States,Clerical,F,S,0,0,0,83185,53.0,20.0
7470,United States,Manual,M,M,1,1,2,28037,50.0,45.0
7471,United States,Professional,F,M,1,0,2,132359,52.62,37.0
7472,France,Skilled Manual,F,S,0,0,0,60862,53.3,17.0
7473,Australia,Management,F,M,1,1,2,110318,54.48,34.0
7474,United States,Skilled Manual,F,M,0,0,1,60749,48.97,24.0
7475,Australia,Skilled Manual,M,M,1,1,2,51457,57.6,45.0
7476,Australia,Skilled Manual,F,M,1,0,3,52065,48.58,60.0
7477,United States,Management,M,M,1,1,2,108970,59.66,40.0
7478,Australia,Skilled Manual,F,M,0,0,2,51557,47.91,24.0
7479,Canada,Manual,M,S,0,0,0,32779,50.41,22.0
7480,Germany,Management,F,M,1,1,2,109766,53.64,31.0
7481,France,Clerical,M,S,0,0,0,80222,61.75,32.0
7482,United States,Clerical,M,M,0,0,0,86307,50.0,19.0
7483,United States,Skilled Manual,F,S,0,0,0,55933,50.04,24.0
7484,United States,Management,M,S,1,0,0,109598,55.72,30.0
7485,United States,Management,M,S,0,0,0,109987,52.13,19.0
7486,United Kingdom,Clerical,M,S,0,0,0,87275,54.33,27.0
7487,Germany,Skilled Manual,M,S,0,0,0,56642,50.95,29.0
7488,Canada,Management,F,S,1,0,0,101743,51.49,40.0
7489,Australia,Management,F,M,0,0,0,105512,51.19,16.0
7490,United States,Clerical,F,M,1,1,2,85201,53.92,42.0
7491,Germany,Skilled Manual,F,S,0,0,0,60497,49.92,26.0
7492,United States,Skilled Manual,M,M,1,1,1,52565,57.47,37.0
